time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2022-04-29 09:30:00-04:00,MLTrader,2dcf46c166ee470bb1a12cad6f59187e,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-04-29 09:30:00-04:00,MLTrader,20a626fa26264b2c92fa1d70e11b4a8c,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2022-04-29 09:30:00-04:00,MLTrader,0d6ebfab7c5a48b5982642a8fbbf9580,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-04-29 09:30:00-04:00,MLTrader,a4f5d9dc8c1746e0960fa9f6f212b050,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2022-04-29 09:30:00-04:00,MLTrader,2332359a2c9140ab8f0e5fe20aa573ad,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-04-29 09:30:00-04:00,MLTrader,4c6769ce40804024bc83b59bfa73c9eb,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2022-04-29 09:30:00-04:00,MLTrader,44b1c043297249c8a4724fcc83a2e81b,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-04-29 09:30:00-04:00,MLTrader,42edf05bbbd940aa9ba59f2b382b9e81,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2022-04-29 09:30:00-04:00,MLTrader,e720d84b56ff4837bfbeb756ea8dff57,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-04-29 09:30:00-04:00,MLTrader,3caf1044503941b58265ff058d24ef95,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2022-04-29 09:30:00-04:00,MLTrader,58f831d09ef54c8ab02cf4b03a926aa4,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-04-29 09:30:00-04:00,MLTrader,26949a2ffac24bb0a1dc965e82fe4369,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2022-04-29 09:30:00-04:00,MLTrader,49edd834441242d793a493434f077024,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-04-29 09:30:00-04:00,MLTrader,384545419e8d43618306e08b96592b95,SPY,buy,market,new,1,day,0.0,1,stock,,,
2022-04-29 09:30:00-04:00,MLTrader,bba185689540497a9bca558890b1928e,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2022-04-29 09:30:00-04:00,MLTrader,384545419e8d43618306e08b96592b95,SPY,buy,market,fill,1,day,0.0,1,stock,423.5899963378906,22032.0,0.0
2022-04-29 09:30:00-04:00,MLTrader,bba185689540497a9bca558890b1928e,SPY,buy,market,fill,1,gtc,0.0,1,stock,423.5899963378906,11169,0.0
2022-05-09 08:30:00-04:00,MLTrader,daab84832eb341d6b2cb917516c502a7,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2022-05-09 08:30:00-04:00,MLTrader,7c86b4f1cf05412ba135d02a999add97,SPY,sell,stop,fill,1,day,0.0,1,stock,402.41049652099605,11169,0.0
