2024-04-06 21:59:37,177: asyncio: INFO: [MLTrader] Executing the initialize lifecycle method
2024-04-06 21:59:38,308: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-04-06 21:59:38,309: asyncio: INFO: [MLTrader] Executing the before_market_opens lifecycle method
2024-04-06 21:59:38,309: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-04-06 21:59:38,309: asyncio: INFO: [MLTrader] Executing the before_starting_trading lifecycle method
2024-04-06 21:59:38,311: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-04-06 21:59:38[0m
2024-04-06 21:59:38,311: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 21:59:38,317: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 21:59:38,482: asyncio: INFO: [MLTrader] [32mNew order was created: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new[0m
2024-04-06 21:59:38,498: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-04-06 21:59:38[0m
2024-04-06 21:59:38,516: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 21:59:38,516: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 21:59:38,518: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 21:59:38,519: root: INFO: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-04-06 21:59:38,519: root: INFO: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-04-06 21:59:38,519: asyncio: INFO: [MLTrader] [32mOrder was filled: market order of | 106 SPY buy | at price $469.49 of class bracket with status fill[0m
2024-04-06 21:59:38,524: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-04-06 21:59:38,526: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-04-06 21:59:38,526: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-04-06 21:59:38,528: asyncio: INFO: [MLTrader] [34mThe market is not currently open, skipping this trading iteration[0m
2024-04-06 21:59:38,528: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 21:59:38,528: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 21:59:38,529: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 21:59:38,529: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 21:59:38,529: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 21:59:38,530: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 21:59:38,532: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 21:59:38,532: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 21:59:38,532: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 21:59:38,533: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 21:59:38,533: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 21:59:38,534: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 21:59:38,535: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-04-06 21:59:38,535: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 21:59:38,535: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 21:59:38,536: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 21:59:38,537: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 21:59:38,537: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 21:59:38,537: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 21:59:38,539: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-04-06 21:59:38,539: asyncio: INFO: [MLTrader] Executing the after_market_closes lifecycle method
2024-04-06 21:59:38,539: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 21:59:38,539: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 21:59:38,539: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 21:59:38,540: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 21:59:38,540: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 21:59:38,541: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 21:59:38,542: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-04-06 21:59:38,542: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 21:59:38,543: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 21:59:38,544: asyncio: INFO: [MLTrader] Executing the before_market_opens lifecycle method
2024-04-06 21:59:38,544: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 21:59:38,544: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 21:59:38,545: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 21:59:38,546: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 21:59:38,546: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 21:59:38,547: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 21:59:38,548: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-04-06 21:59:38,548: asyncio: INFO: [MLTrader] Executing the before_starting_trading lifecycle method
2024-04-06 21:59:38,550: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-04-06 21:59:38[0m
2024-04-06 21:59:38,551: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 21:59:38,552: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 21:59:38,552: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-04-06 21:59:38[0m
2024-04-06 21:59:38,552: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 21:59:38,552: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 21:59:38,553: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 21:59:38,553: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 21:59:38,553: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
