2024-04-06 20:58:49,191: asyncio: INFO: [MLTrader] Executing the initialize lifecycle method
2024-04-06 20:58:50,367: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-04-06 20:58:50,368: asyncio: INFO: [MLTrader] Executing the before_market_opens lifecycle method
2024-04-06 20:58:50,369: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-04-06 20:58:50,369: asyncio: INFO: [MLTrader] Executing the before_starting_trading lifecycle method
2024-04-06 20:58:50,370: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-04-06 20:58:50[0m
2024-04-06 20:58:50,370: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,375: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,376: asyncio: INFO: [MLTrader] [32mNew order was created: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new[0m
2024-04-06 20:58:50,380: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-04-06 20:58:50[0m
2024-04-06 20:58:50,380: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 20:58:50,380: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,381: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,382: root: INFO: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-04-06 20:58:50,382: root: INFO: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-04-06 20:58:50,382: asyncio: INFO: [MLTrader] [32mOrder was filled: market order of | 106 SPY buy | at price $469.49 of class bracket with status fill[0m
2024-04-06 20:58:50,386: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-04-06 20:58:50,387: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-04-06 20:58:50,387: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-04-06 20:58:50,388: asyncio: INFO: [MLTrader] [34mThe market is not currently open, skipping this trading iteration[0m
2024-04-06 20:58:50,388: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 20:58:50,388: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,389: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,389: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 20:58:50,389: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,390: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,391: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 20:58:50,391: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,392: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,392: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 20:58:50,393: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,393: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,395: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-04-06 20:58:50,395: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 20:58:50,395: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,396: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,396: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 20:58:50,396: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,397: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,398: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-04-06 20:58:50,398: asyncio: INFO: [MLTrader] Executing the after_market_closes lifecycle method
2024-04-06 20:58:50,398: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 20:58:50,399: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,399: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,399: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 20:58:50,399: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,400: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,401: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-04-06 20:58:50,401: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,402: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,403: asyncio: INFO: [MLTrader] Executing the before_market_opens lifecycle method
2024-04-06 20:58:50,403: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 20:58:50,403: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,404: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,404: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 20:58:50,404: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,405: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,408: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-04-06 20:58:50,408: asyncio: INFO: [MLTrader] Executing the before_starting_trading lifecycle method
2024-04-06 20:58:50,411: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-04-06 20:58:50[0m
2024-04-06 20:58:50,411: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,412: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,412: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-04-06 20:58:50[0m
2024-04-06 20:58:50,412: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 20:58:50,413: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,413: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,414: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 20:58:50,414: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,414: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,415: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-04-06 20:58:50,416: root: INFO: Current backtesting datetime 2023-12-18 16:00:00-05:00
2024-04-06 20:58:50,416: root: INFO: Current backtesting datetime 2023-12-19 09:30:00-05:00
2024-04-06 20:58:50,418: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-04-06 20:58:50[0m
2024-04-06 20:58:50,418: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,419: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,419: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-04-06 20:58:50[0m
2024-04-06 20:58:50,419: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 20:58:50,419: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,420: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,420: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 20:58:50,420: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,421: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,422: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-04-06 20:58:50,423: root: INFO: Current backtesting datetime 2023-12-19 16:00:00-05:00
2024-04-06 20:58:50,423: root: INFO: Current backtesting datetime 2023-12-20 09:30:00-05:00
2024-04-06 20:58:50,424: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-04-06 20:58:50[0m
2024-04-06 20:58:50,425: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,427: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,428: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-04-06 20:58:50[0m
2024-04-06 20:58:50,428: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 20:58:50,428: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,429: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,429: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 20:58:50,430: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,430: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,431: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-04-06 20:58:50,432: root: INFO: Current backtesting datetime 2023-12-20 16:00:00-05:00
2024-04-06 20:58:50,432: root: INFO: Current backtesting datetime 2023-12-21 09:30:00-05:00
2024-04-06 20:58:50,434: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-04-06 20:58:50[0m
2024-04-06 20:58:50,434: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,435: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,435: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-04-06 20:58:50[0m
2024-04-06 20:58:50,435: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 20:58:50,435: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,436: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,436: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 20:58:50,436: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,437: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,438: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-04-06 20:58:50,439: root: INFO: Current backtesting datetime 2023-12-21 16:00:00-05:00
2024-04-06 20:58:50,439: root: INFO: Current backtesting datetime 2023-12-22 09:30:00-05:00
2024-04-06 20:58:50,440: asyncio: INFO: [MLTrader] [34mExecuting the on_trading_iteration lifecycle method at 2024-04-06 20:58:50[0m
2024-04-06 20:58:50,440: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,441: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,442: asyncio: INFO: [MLTrader] [34mTrading iteration ended at 2024-04-06 20:58:50[0m
2024-04-06 20:58:50,442: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 20:58:50,442: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,443: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,443: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 20:58:50,444: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,444: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,445: asyncio: INFO: [MLTrader] [34mSleeping for 86400 seconds[0m
2024-04-06 20:58:50,446: root: INFO: Current backtesting datetime 2023-12-22 16:00:00-05:00
2024-04-06 20:58:50,446: root: INFO: Current backtesting datetime 2023-12-23 09:30:00-05:00
2024-04-06 20:58:50,448: asyncio: INFO: [MLTrader] [34mThe market is not currently open, skipping this trading iteration[0m
2024-04-06 20:58:50,448: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 20:58:50,448: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,449: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,449: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 20:58:50,449: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,450: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,451: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 20:58:50,451: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,451: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,452: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 20:58:50,452: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,452: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,453: root: INFO: Current backtesting datetime 2023-12-23 09:29:00-05:00
2024-04-06 20:58:50,454: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 20:58:50,454: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,455: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,455: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 20:58:50,455: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,456: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,457: root: INFO: Current backtesting datetime 2023-12-23 09:29:00-05:00
2024-04-06 20:58:50,457: asyncio: INFO: [MLTrader] Executing the after_market_closes lifecycle method
2024-04-06 20:58:50,457: asyncio: INFO: [MLTrader] Getting historical prices for SPY, 1 bars, 
2024-04-06 20:58:50,457: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-04-06 20:58:50,458: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
