datetime,portfolio_value,cash,return
2022-12-15 09:30:00-05:00,100000.0,100000.0,
2022-12-16 09:30:00-05:00,100000.0,100000.0,0.0
2022-12-17 09:30:00-05:00,100000.0,100000.0,0.0
2022-12-19 09:30:00-05:00,100000.0,100000.0,0.0
2022-12-20 09:30:00-05:00,100000.0,100000.0,0.0
2022-12-21 09:30:00-05:00,100000.0,100000.0,0.0
2022-12-22 09:30:00-05:00,100000.0,100000.0,0.0
2022-12-23 09:30:00-05:00,100000.0,100000.0,0.0
2022-12-24 09:30:00-05:00,100000.0,100000.0,0.0
2022-12-27 09:30:00-05:00,100000.0,100000.0,0.0
2022-12-28 09:30:00-05:00,100000.0,100000.0,0.0
2022-12-29 09:30:00-05:00,100000.0,100000.0,0.0
2022-12-30 09:30:00-05:00,100000.0,100000.0,0.0
2022-12-31 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-03 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-04 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-05 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-06 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-07 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-09 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-10 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-11 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-12 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-13 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-14 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-17 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-18 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-19 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-20 09:30:00-05:00,99905.27734375,149838.078125,-0.0009472265625000142
2023-01-21 09:30:00-05:00,99905.27734375,149838.078125,0.0
2023-01-23 09:30:00-05:00,99057.91796875,149838.078125,-0.008481627773119893
2023-01-24 09:30:00-05:00,98781.4375,149838.078125,-0.0027910991308864874
2023-01-25 09:30:00-05:00,99156.4765625,149838.078125,0.003796655242033653
2023-01-26 09:30:00-05:00,98237.4375,149838.078125,-0.00926857321236818
2023-01-27 09:30:00-05:00,98169.59765625,149838.078125,-0.0006905701683230792
2023-01-28 09:30:00-05:00,98169.59765625,149838.078125,0.0
2023-01-30 09:30:00-05:00,98279.6796875,149838.078125,0.0011213454458218752
2023-01-31 09:30:00-05:00,98493.4375,149838.078125,0.00217499500588203
2023-02-01 09:30:00-05:00,97971.19921875,149838.078125,-0.005302264744795782
2023-02-02 09:30:00-05:00,97508.09609375,97508.09609375,-0.004726931268504542
2023-02-03 09:30:00-05:00,97508.09609375,97508.09609375,0.0
2023-02-04 09:30:00-05:00,97508.09609375,97508.09609375,0.0
2023-02-06 09:30:00-05:00,97508.09609375,97508.09609375,0.0
2023-02-07 09:30:00-05:00,97508.09609375,97508.09609375,0.0
2023-02-08 09:30:00-05:00,97508.09609375,97508.09609375,0.0
2023-02-09 09:30:00-05:00,97508.09609375,97508.09609375,0.0
2023-02-10 09:30:00-05:00,97508.09609375,97508.09609375,0.0
2023-02-11 09:30:00-05:00,97508.09609375,97508.09609375,0.0
2023-02-13 09:30:00-05:00,97508.09609375,97508.09609375,0.0
2023-02-14 09:30:00-05:00,97208.21740112305,146145.77623901368,-0.0030754235252283824
2023-02-15 09:30:00-05:00,97314.12551269532,146145.77623901368,0.0010894975178410427
2023-02-16 09:30:00-05:00,97499.76522216797,146145.77623901368,0.0019076337427339496
2023-02-17 09:30:00-05:00,97824.63652954102,146145.77623901368,0.003332021432387755
2023-02-18 09:30:00-05:00,97824.63652954102,146145.77623901368,0.0
2023-02-21 09:30:00-05:00,98181.63652954102,146145.77623901368,0.0036493874412935057
2023-02-22 09:30:00-05:00,98602.89754638672,146145.77623901368,0.004290629406232815
2023-02-23 09:30:00-05:00,98360.13652954102,146145.77623901368,-0.0024620069276514167
2023-02-24 09:30:00-05:00,100208.2717529297,219229.69579467774,0.018789473953542357
2023-02-25 09:30:00-05:00,100208.2717529297,219229.69579467774,0.0
2023-02-27 09:30:00-05:00,98868.8272644043,219229.69579467774,-0.01336660602058759
2023-02-28 09:30:00-05:00,100386.81813964841,328794.0744567871,0.01535358431211642
2023-03-01 09:30:00-05:00,102186.80538330076,493247.29900512693,0.01793051395600931
2023-03-02 09:30:00-05:00,106590.31310424802,739983.1412902832,0.04309272321832336
2023-03-03 09:30:00-05:00,95250.92507324216,739983.1412902832,-0.10638291323823823
2023-03-04 09:30:00-05:00,95250.92507324216,739983.1412902832,0.0
2023-03-06 09:30:00-05:00,86637.51098022459,739983.1412902832,-0.09042866603546773
2023-03-07 09:30:00-05:00,87653.65963134763,739983.1412902832,0.011728737813751167
2023-03-08 09:30:00-05:00,97380.04766235349,739983.1412902832,0.1109638556098278
2023-03-09 09:30:00-05:00,93948.40972290048,1110087.4648986817,-0.03523964119787193
2023-03-10 09:30:00-05:00,81794.65972290048,-461290.4367126464,-0.1293662131785659
2023-03-11 09:30:00-05:00,81794.65972290048,-461290.4367126464,0.0
2023-03-13 09:30:00-04:00,81114.06328735361,-461290.4367126464,-0.008320793042633334
2023-03-14 09:30:00-04:00,74710.7936340333,-461290.4367126464,-0.0789415471721121
2023-03-15 09:30:00-04:00,76002.55346069345,-461290.4367126464,0.017290136589737992
2023-03-16 09:30:00-04:00,84892.14498291025,-461290.4367126464,0.11696437971408757
2023-03-17 09:30:00-04:00,84892.14498291025,-461290.4367126464,0.0
2023-03-18 09:30:00-04:00,84892.14498291025,-461290.4367126464,0.0
2023-03-20 09:30:00-04:00,90475.90972290048,-461290.4367126464,0.06577481039163646
2023-03-21 09:30:00-04:00,92545.54854736337,-461290.4367126464,0.022875026410914767
2023-03-22 09:30:00-04:00,87489.56820068369,-461290.4367126464,-0.05463234511049564
2023-03-23 09:30:00-04:00,82975.31820068369,-461290.4367126464,-0.051597580064004944
2023-03-24 09:30:00-04:00,82975.31820068369,-461290.4367126464,0.0
2023-03-25 09:30:00-04:00,82975.31820068369,-461290.4367126464,0.0
2023-03-27 09:30:00-04:00,88434.07802734384,-461290.4367126464,0.06578775405787085
2023-03-28 09:30:00-04:00,94212.32311401377,-461290.4367126464,0.06533957514526567
2023-03-29 09:30:00-04:00,99990.56820068369,-461290.4367126464,0.06133215799887681
2023-03-30 09:30:00-04:00,100782.30837402353,-461290.4367126464,0.007918148557279903
2023-03-31 09:30:00-04:00,100782.30837402353,-461290.4367126464,0.0
2023-04-01 09:30:00-04:00,100782.30837402353,-461290.4367126464,0.0
2023-04-03 09:30:00-04:00,110449.73650512705,-461290.4367126464,0.09592386091441507
2023-04-04 09:30:00-04:00,105296.55837402353,-461290.4367126464,-0.046656318920817896
2023-04-05 09:30:00-04:00,103713.07802734384,-461290.4367126464,-0.01503829157506753
2023-04-06 09:30:00-04:00,103713.07802734384,-461290.4367126464,0.0
2023-04-07 09:30:00-04:00,103713.07802734384,-461290.4367126464,0.0
2023-04-10 09:30:00-04:00,108560.71685180673,-461290.4367126464,0.04674086351178208
2023-04-11 09:30:00-04:00,110796.98650512705,-461290.4367126464,0.020599252825246106
2023-04-12 09:30:00-04:00,107060.57311401377,-461290.4367126464,-0.033723059705602965
2023-04-13 09:30:00-04:00,112102.64989624033,-461290.4367126464,0.047095551943823644
2023-04-14 09:30:00-04:00,112102.64989624033,-461290.4367126464,0.0
2023-04-15 09:30:00-04:00,112102.64989624033,-461290.4367126464,0.0
2023-04-17 09:30:00-04:00,115950.16463623056,-461290.4367126464,0.03432135407638803
2023-04-18 09:30:00-04:00,111283.14498291025,-461290.4367126464,-0.04025022015244317
2023-04-19 09:30:00-04:00,109880.24141845712,-461290.4367126464,-0.012606613199766858
2023-04-20 09:30:00-04:00,111241.47667846689,-461290.4367126464,0.012388353378527617
2023-04-21 09:30:00-04:00,111241.47667846689,-461290.4367126464,0.0
2023-04-22 09:30:00-04:00,111241.47667846689,-461290.4367126464,0.0
2023-04-24 09:30:00-04:00,109005.16463623056,-461290.4367126464,-0.020103221469274235
2023-04-25 09:30:00-04:00,103643.64498291025,-461290.4367126464,-0.049185923173572954
2023-04-26 09:30:00-04:00,104032.56328735361,-461290.4367126464,0.0037524568390805424
2023-04-27 09:30:00-04:00,110269.15972290048,-461290.4367126464,0.05994850303092547
2023-04-28 09:30:00-04:00,110269.15972290048,-461290.4367126464,0.0
2023-04-29 09:30:00-04:00,110269.15972290048,-461290.4367126464,0.0
2023-05-01 09:30:00-04:00,114825.07802734384,-461290.4367126464,0.041316341902777776
