time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-11-02 09:30:00-04:00,MLTrader,68a5961497cc4b41a63343af4b9f2936,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-11-02 09:30:00-04:00,MLTrader,68a5961497cc4b41a63343af4b9f2936,SPY,sell,market,fill,1,gtc,0.0,1,stock,433.1400146484375,875,0.0
2023-11-13 09:30:00-05:00,MLTrader,4575e716136e474bb68c8298d786fc2c,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-11-13 09:30:00-05:00,MLTrader,4575e716136e474bb68c8298d786fc2c,SPY,sell,market,fill,1,gtc,0.0,1,stock,439.2300109863281,1294,0.0
2023-11-16 09:30:00-05:00,MLTrader,17aed6db6ea2455d9b52b41b46218b09,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,d39cabc540c5450992843b986715ae4d,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,92a73dd8be054f659917944995b118ae,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,ca334d3f8860428bb85529ca6d9939b7,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,89399ab6a3ca4ca3bf9b64c571b86f8c,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,13791c64322a48f9b8cecd965f613987,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,718f5e11c20942fe87714d5f4de0bd5b,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,b4044cb2e3074606a9f713fce9dbb8e4,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,79d5d35406e24780aa9ab55fec65ad99,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,f05801285d2f41d69e4da5882a478a18,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,50cd639ece2e487d899e34b97e742eb3,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,7ed0db5dcef24d7fbd9d63c0df6f56ea,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,a2751afe64ba44f694bdb3c0b34ddee8,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,3e385d5a0764473ebb52d214f52c0b32,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,f5f88f831d2843bf96cfa3710d0069d0,SPY,buy,market,new,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,38e0a90cd75c447e9ff89798c01bbff1,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,f5f88f831d2843bf96cfa3710d0069d0,SPY,buy,market,fill,1,day,0.0,1,stock,449.2200012207031,3659.0,0.0
2023-11-16 09:30:00-05:00,MLTrader,38e0a90cd75c447e9ff89798c01bbff1,SPY,buy,market,fill,1,gtc,0.0,1,stock,449.2200012207031,1898,0.0
